ident,le_ident,he_ident,length_ft,width_ft,surface,lighted,closed,le_lat,le_lon,he_lat,he_lon,le_heading
CYBC,10,28,6000,150,Asphalt,1,0,49.1309,-68.2196,49.1336,-68.1948,81
CYBD,05,23,4200,100,Asphalt,0,0,52.3858,-126.6040,52.3894,-126.5870,72
CYBE,05,23,,,,0,1,,,,,
CYBE,06,24,3935,100,Asphalt/concrete,1,0,59.5600,-108.4920,59.5628,-108.4710,75
CYBF,08,26,4434,75,Asphalt,1,0,54.3042,-110.7540,54.3039,-110.7330,90
CYBG,11,29,10000,150,Concrete,1,0,48.3328,-71.0158,48.3325,-70.9750,91
CYBG,18,36,6000,150,Asphalt,1,0,48.3375,-70.9964,48.3219,-70.9894,163
CYBK,16T,34T,4200,100,Gravel,1,0,64.3044,-96.0819,64.2933,-96.0736,162
CYBL,12,30,6499,150,Asphalt,1,0,49.9583,-125.2828,49.9457,-125.2633,137
CYBP,02,20,2400,50,Gravel,0,0,,,,,
CYBP,12,30,2800,75,Asphalt,0,0,,,,,
CYBQ,06,24,3200,100,CRUSHED ROCK,0,1,,,,,
CYBQ,07,25,3201,102,Gravel,0,0,,,,,72
CYBR,02,20,2795,100,Asphalt,0,1,49.9070,-99.9529,49.9140,-99.9488,20
CYBR,08,26,6500,150,Asphalt,1,0,49.9071,-99.9659,49.9075,-99.9383,90
CYBR,14,32,3000,60,Gravel,0,0,49.9135,-99.9489,49.9065,-99.9422,150
CYBT,03,21,3500,90,CRUSHED ROCK,0,0,,,,,
CYBU,03,21,2930,75,Asphalt,0,0,,,,,
CYBU,12,30,2900,115,TURF/SNOW,0,0,,,,,
CYBV,09,27,2900,75,CRUSHED ROCK,0,0,52.3589,-97.0244,52.3589,-97.0115,
CYBW,08,26,3423,100,Asphalt,1,0,51.1048,-114.3785,51.1048,-114.3641,90
CYBW,17,35,5000,98,Asphalt,1,0,51.1122,-114.3788,51.0985,-114.3787,181
CYBX,05,23,4500,150,Asphalt,1,0,51.4366,-57.1909,51.4476,-57.1818,28
CYCA,08,26,2500,75,Gravel,0,0,,,,,
CYCB,13T,31T,5000,150,Gravel,1,0,69.1122,-105.1540,69.1039,-105.1230,127
CYCC,10,28,3500,100,Asphalt,1,0,45.0922,-74.5700,45.0933,-74.5567,83
CYCD,16,34,6602,150,Asphalt,1,0,49.0592,-123.8700,49.0455,-123.8700,181
CYCE,10,28,5012,100,Asphalt,1,0,43.2831,-81.5181,43.2828,-81.4992,91
CYCE,16,34,4400,150,Asphalt,0,0,43.2908,-81.5094,43.2803,-81.5014,151
CYCG,15,33,5300,150,Asphalt,1,0,49.3034,-117.6350,49.2891,-117.6300,169
CYCH,04,22,5200,150,Asphalt,0,1,47.0000,-65.4450,47.0133,-65.4378,20
CYCH,09,27,10006,150,Asphalt,1,0,47.0053,-65.4604,47.0103,-65.4379,72
CYCH,10,28,7500,150,Asphalt,0,1,47.0078,-65.4694,47.0117,-65.4400,79
CYCH,15,33,5513,150,Asphalt,0,1,47.0097,-65.4531,46.9992,-65.4372,134
CYCK,06,24,5000,75,Asphalt,1,0,42.3014,-82.0883,42.3114,-82.0756,44
CYCL,12,30,6000,150,Asphalt,1,0,47.9925,-66.3433,47.9883,-66.3194,105
CYCN,13,31,4500,100,Asphalt,1,0,49.1086,-81.0219,49.1025,-81.0053,119
CYCO,12T,30T,5500,100,Gravel,1,0,67.8206,-115.1610,67.8128,-115.1270,121
CYCP,01,19,5000,60,Asphalt,0,0,52.1108,-119.2910,52.1225,-119.2790,32
CYCQ,05,23,4484,100,Asphalt,1,0,55.6853,-121.6370,55.6891,-121.6160,72
CYCR,05,23,3990,95,CRUSHED ROCK,0,0,,,,,
CYCS,12T,30T,3600,,,0,0,,,,,
CYCT,11,29,3000,75,Asphalt,1,0,52.0775,-111.4510,52.0725,-111.4400,128
CYCW,07,25,3990,75,Asphalt,1,0,49.1519,-121.9470,49.1536,-121.9310,81
CYCY,02T,20T,3500,100,Gravel,1,0,70.4814,-68.5211,70.4908,-68.5119,18
CYCZ,16,34,6005,100,Asphalt,1,0,50.3400,-115.8760,50.3239,-115.8710,171
CYDA,03,21,5000,100,Concrete,1,0,64.0386,-139.1390,64.0475,-139.1160,49
CYDB,11,29,5006,100,Gravel,1,0,61.3753,-139.0520,61.3669,-139.0290,128
CYDC,04,22,3932,75,Asphalt,0,0,49.4640,-120.5180,49.4710,-120.5060,50
CYDF,07,25,8005,150,Asphalt,1,0,49.2053,-57.4007,49.2164,-57.3821,48
CYDL,02,20,6000,90,Asphalt,1,0,58.4167,-130.0440,58.4278,-130.0210,48
CYDM,08,26,5000,100,Gravel,0,0,,,,,
CYDN,02,20,2000,60,Gravel,0,0,51.1014,-100.0520,51.1062,-100.0480,29
CYDN,08,26,2700,75,Asphalt,1,0,51.1067,-100.0580,51.1067,-100.0470,90
CYDN,14,32,5000,150,Asphalt,1,0,51.1072,-100.0580,51.0956,-100.0470,150
CYDO,11,29,4971,100,Asphalt,1,0,48.7790,-72.3852,48.7781,-72.3646,94
CYDP,06,24,2000,75,Gravel,0,0,,,,,
CYDQ,07,25,5001,150,Asphalt,1,0,55.7411,-120.1940,55.7422,-120.1690,85
CYEA,11,29,2953,75,Asphalt,0,0,,,,,
CYEE,16,34,3998,75,Asphalt,1,0,44.6895,-79.9334,44.6802,-79.9254,150
CYEG,02,20,11000,200,Asphalt,1,0,53.3089,-113.5960,53.3342,-113.5680,34
CYEG,12,30,10200,200,Asphalt,1,0,53.3064,-113.5950,53.2867,-113.5620,135
CYEK,15T,33T,4000,100,Gravel,1,0,61.0989,-94.0767,61.0895,-94.0650,149
CYEL,12,30,4500,100,Asphalt,1,0,46.3536,-82.5697,46.3489,-82.5531,112
CYEM,02,20,3500,100,Asphalt,1,0,45.8381,-81.8594,45.8475,-81.8567,12
CYEN,08,26,5000,100,Asphalt,1,0,49.2079,-102.9760,49.2080,-102.9550,90
CYEN,15,33,3000,75,Asphalt,1,0,49.2164,-102.9700,49.2088,-102.9650,158
CYER,15,33,3500,100,Gravel,0,0,,,,,
CYES,16,34,4499,75,Asphalt,1,0,47.4953,-68.4878,47.4858,-68.4761,140
CYET,07,25,6000,100,Asphalt,1,0,53.5790,-116.4790,53.5788,-116.4510,91
CYEU,10T,28T,4836,150,Gravel,1,0,79.9963,-85.8499,79.9931,-85.7768,104
CYEV,06,24,6000,150,Asphalt,1,0,68.3032,-133.5050,68.3044,-133.4610,86
CYEY,14,32,5000,100,Asphalt,1,0,48.5681,-78.2578,48.5597,-78.2417,128
CYFA,10,28,3601,100,Gravel,0,0,,,,,98
CYFB,16,34,8605,200,Asphalt,1,0,63.7650,-68.5747,63.7482,-68.5375,137
CYFC,09,27,8005,200,Asphalt,1,0,45.8630,-66.5523,45.8703,-66.5225,71
CYFC,15,33,6000,148,Asphalt,1,0,45.8744,-66.5394,45.8636,-66.5217,131
CYFD,05,23,5000,100,Asphalt,1,0,43.1275,-80.3468,43.1376,-80.3339,44
CYFD,11,29,2600,100,Asphalt,1,0,43.1344,-80.3488,43.1333,-80.3391,99
CYFD,17,35,2600,100,Asphalt,1,0,43.1341,-80.3491,43.1272,-80.3465,165
CYFE,09,27,5000,100,Asphalt,1,0,48.7438,-69.1070,48.7484,-69.0875,70
CYFH,09,27,3500,100,Gravel,0,0,,,,,
CYFJ,02,20,5587,100,Asphalt,1,0,46.4019,-74.7818,46.4170,-74.7777,11
CYFO,19,01,5004,150,Asphalt,1,0,54.6848,-101.6800,54.6713,-101.6840,192
CYFR,13,31,4001,98,Gravel,1,0,61.1850,-113.6970,61.1767,-113.6820,143
CYFS,14,32,6000,150,Asphalt,1,0,61.7678,-121.2440,61.7528,-121.2300,156
CYFT,09,27,2500,75,Gravel,0,0,,,,,
CYGB,14,32,3000,75,Asphalt,0,0,49.6975,-124.5200,49.6900,-124.5150,158
CYGD,05,23,1870,80,Grass,0,0,43.7640,-81.7133,43.7686,-81.7097,30
CYGD,10,28,3000,50,Asphalt,1,0,43.7642,-81.7117,43.7639,-81.7003,92
CYGD,14,32,5000,100,Asphalt,1,0,43.7711,-81.7164,43.7639,-81.7003,122
CYGE,14,32,4500,75,Asphalt,0,0,51.3042,-116.9850,51.2925,-116.9780,161
CYGH,07,25,4434,98,Gravel,1,0,66.2408,-128.6610,66.2408,-128.6410,92
CYGK,01,19,6001,100,Asphalt,1,0,44.2191,-76.6018,44.2326,-76.6031,356
CYGK,07,25,3933,100,Asphalt,1,0,44.2196,-76.6014,44.2256,-76.5901,54
CYGL,13,31,6500,150,Asphalt,1,0,53.6288,-77.7179,53.6219,-77.6904,113
CYGM,15,33,6800,150,Asphalt,1,0,50.6361,-97.0494,50.6197,-97.0347,150
CYGO,14,32,3810,100,CRUSHED ROCK,0,0,,,,,
CYGP,10,28,5488,150,Asphalt,1,0,48.7742,-64.4930,48.7758,-64.4704,84
CYGQ,08,26,5000,100,Asphalt,1,0,49.7767,-86.9487,49.7807,-86.9284,72
CYGR,07,25,4500,150,Asphalt,1,0,47.4206,-61.7879,47.4281,-61.7735,53
CYGR,16,34,3600,150,Asphalt,1,0,47.4294,-61.7858,47.4219,-61.7761,139
CYGT,15T,33T,4095,100,Gravel,0,0,69.3693,-81.8254,69.3600,-81.8075,
CYGV,08,26,4500,100,Asphalt,1,0,50.2792,-63.6200,50.2847,-63.6028,63
CYGW,03,21,5052,150,SAND/GRAVEL,0,0,,,,,
CYGX,05,23,5000,150,Gravel,0,0,,,,,
CYHA,18,36,3520,,,0,0,,,,,
CYHB,06,24,5000,100,Asphalt,1,0,52.8139,-102.3220,52.8194,-102.3010,68
CYHB,10,28,2000,75,Asphalt,1,1,52.8167,-102.3120,52.8147,-102.3030,110
CYHD,05,23,2000,75,Sand,0,1,49.8272,-92.7419,49.8303,-92.7350,56
CYHD,12,30,5993,150,Asphalt,1,0,49.8351,-92.7552,49.8281,-92.7322,114
CYHE,07,25,3960,250,Turf,0,0,,,,,
CYHF,04,22,4500,100,Asphalt,1,0,49.7089,-83.6911,49.7192,-83.6808,33
CYHH,09,27,5000,150,Gravel,0,0,,,,,
CYHI,06T,24T,4300,100,Gravel,1,0,70.7603,-117.8220,70.7658,-117.7900,62
CYHK,13T,31T,4400,100,Gravel,1,0,68.6392,-95.8628,68.6319,-95.8367,127
CYHM,06,24,6010,150,Asphalt,1,0,43.1667,-79.9347,43.1776,-79.9178,49
CYHM,12,30,10006,200,Asphalt,1,0,43.1806,-79.9531,43.1722,-79.9175,107
CYHN,07,25,3500,75,Asphalt,1,0,49.1906,-84.7653,49.1956,-84.7525,59
CYHO,06,24,2500,75,Gravel,0,0,,,,,
CYHP,13,31,3500,100,CLAY/GRVL,0,0,,,,,
CYHR,07,25,4500,150,Asphalt,1,0,50.4654,-59.6446,50.4725,-59.6288,76
CYHS,01,19,4000,75,Asphalt,1,0,44.1528,-81.0628,44.1639,-81.0628,360
CYHS,09,27,2500,50,Asphalt,0,0,44.1578,-81.0675,44.1589,-81.0581,81
CYHT,04,22,5000,100,Gravel,0,0,,,,,
CYHU,06L,24R,7840,150,Asphalt,1,0,45.5108,-73.4291,45.5254,-73.4069,47
CYHU,06R,24L,3920,100,Asphalt,1,0,45.5114,-73.4147,45.5186,-73.4036,47
CYHU,10,28,2800,150,Asphalt,1,0,45.5108,-73.4261,45.5117,-73.4153,84
CYHY,05,23,4001,150,Composite,1,0,60.8394,-115.7890,60.8439,-115.7690,66
CYHY,14,32,6000,150,Asphalt,1,0,60.8472,-115.7960,60.8319,-115.7830,154
CYHZ,05,23,10500,200,Asphalt,1,0,44.8686,-63.5250,44.8883,-63.5056,35
CYHZ,14,32,7700,200,Asphalt,1,0,44.8936,-63.5183,44.8811,-63.4942,126
CYIB,04,22,3500,100,Asphalt,1,0,48.7703,-91.6433,48.7777,-91.6341,39
CYID,06,24,3950,75,Asphalt,1,0,44.5419,-65.7909,44.5499,-65.7806,43
CYIF,01,19,4590,100,Asphalt,1,0,51.2054,-58.6571,51.2179,-58.6596,353
CYIK,07,25,3521,100,Gravel,1,0,62.4142,-77.9333,62.4202,-77.9172,51
CYIO,02T,20T,4000,100,Gravel,1,0,72.6783,-77.9738,72.6884,-77.9595,23
CYIV,12,30,4000,100,CRUSHED ROCK,0,0,53.8601,-94.6456,53.8539,-94.6456,123
CYJA,13,31,3990,150,Turf,0,0,,,,,
CYJF,03,21,2946,98,Gravel,0,0,,,,,48
CYJM,10,28,4000,75,Asphalt,0,0,54.4003,-124.2710,54.3942,-124.2550,124
CYJN,02,20,2474,100,Asphalt,0,0,45.2908,-73.2758,45.2975,-73.2758,360
CYJN,06,24,2765,100,Asphalt,0,0,45.2925,-73.2847,45.2978,-73.2772,45
CYJN,11,29,4000,100,Asphalt,1,0,45.2925,-73.2894,45.2925,-73.2738,90
CYJQ,10,28,2954,100,Asphalt,0,0,,,,,
CYJT,02,20,3900,150,Permeable,0,1,48.5339,-58.5525,48.5442,-58.5537,356
CYJT,09,27,10011,200,Asphalt,1,0,48.5403,-58.5694,48.5489,-58.5303,72
CYKA,05,23,1875,49,Asphalt,0,0,50.6992,-120.4430,50.7019,-120.4350,61
CYKA,09,27,8000,148,Asphalt,1,0,50.7039,-120.4560,50.7003,-120.4310,103
CYKC,02,20,5200,100,Gravel,0,0,,,,,
CYKD,12,30,3000,75,Gravel,0,1,,,,,
CYKD,13,31,3002,75,Gravel,1,0,68.2269,-135.0110,68.2197,-135.0010,156
CYKF,08,26,7003,148,Asphalt,1,0,43.4580,-80.3897,43.4653,-80.3668,75
CYKF,14,32,4103,148,Asphalt,1,0,43.4625,-80.3916,43.4555,-80.3795,138
CYKG,14,32,3511,100,Gravel,0,0,61.5910,-71.9380,61.5860,-71.9208,121
CYKJ,03,21,5200,180,Gravel,0,0,,,,,
CYKL,17,35,5000,150,Asphalt,1,0,54.8106,-66.8108,54.7989,-66.7986,149
CYKM,05,23,2087,50,Asphalt,1,0,44.2006,-81.6031,44.2047,-81.5978,42
CYKM,13,31,4085,75,Asphalt,1,0,44.2044,-81.6133,44.1986,-81.6000,121
CYKO,08,26,3510,100,Gravel,1,0,60.8164,-78.1575,60.8208,-78.1397,63
CYKP,09,27,3500,100,Gravel,0,0,,,,,
CYKQ,06,24,3511,100,Gravel,0,0,,,,,62
CYKX,08,26,4500,100,Asphalt,1,0,48.2082,-79.9900,48.2123,-79.9725,71
CYKY,08,26,3507,75,Asphalt,1,0,51.5183,-109.1880,51.5183,-109.1730,90
CYKY,17,35,2281,100,Grass,0,0,51.5182,-109.1800,51.5120,-109.1800,180
CYLA,04,22,,,,0,0,,,,,
CYLA,05,23,3521,100,Gravel,0,0,,,,,
CYLB,11,29,5700,100,Asphalt,1,0,54.7753,-112.0420,54.7653,-112.0210,129
CYLD,05,23,3000,75,Asphalt,1,0,47.8169,-83.3567,47.8233,-83.3489,39
CYLD,10,28,5000,100,Asphalt,1,0,47.8219,-83.3569,47.8214,-83.3367,92
CYLH,08,26,3500,100,Gravel,0,0,,,,,
CYLI,14,32,3990,75,Asphalt,0,0,50.6800,-121.8960,50.6694,-121.8910,162
CYLJ,09,27,5000,100,Asphalt,1,0,54.1249,-108.5340,54.1225,-108.5110,100
CYLJ,17,35,2290,75,Asphalt,1,0,54.1303,-108.5160,54.1240,-108.5150,179
CYLK,08T,26T,2996,,,0,0,,,,,
CYLL,08,26,5577,150,Asphalt,1,0,53.3092,-110.0850,53.3092,-110.0600,90
CYLL,11,29,1500,100,Grass,0,0,53.3113,-110.0910,53.3092,-110.0850,122
CYLQ,01,19,5000,150,Asphalt,1,0,47.4028,-72.7875,47.4164,-72.7900,353
CYLR,18,36,3000,75,Asphalt,1,0,56.5178,-99.9847,56.5094,-99.9856,183
CYLS,10,28,6001,148,Asphalt,1,0,44.4855,-79.5671,44.4865,-79.5442,89
CYLT,05T,23T,5500,150,Gravel,1,0,82.5128,-62.3233,82.5228,-62.2378,48
CYLU,16,34,3521,100,Gravel,0,0,,,,,
CYLW,16,34,8900,200,Asphalt,1,0,49.9661,-119.3790,49.9462,-119.3760,175
CYMA,07,25,4856,100,Gravel,1,0,63.6164,-135.8830,63.6164,-135.8530,90
CYME,09,27,5500,150,Asphalt,1,0,48.8539,-67.4624,48.8587,-67.4408,71
CYMG,05,23,3600,100,Asphalt,1,0,49.0803,-85.8656,49.0875,-85.8556,42
CYMH,11,29,2500,75,Gravel,0,0,,,,,
CYMJ,03,21,3400,100,Asphalt,1,0,50.3261,-105.5580,50.3328,-105.5480,44
CYMJ,11L,29R,8326,150,Asphalt,1,0,50.3379,-105.5750,50.3270,-105.5430,119
CYMJ,11R,29L,7280,150,Asphalt,1,0,50.3311,-105.5740,50.3217,-105.5460,118
CYML,14,32,4501,150,Asphalt,1,0,47.6011,-70.2311,47.5939,-70.2167,127
CYMM,08,26,7503,150,Asphalt,1,0,56.6532,-111.2420,56.6532,-111.2070,90
CYMO,06,24,4000,100,Asphalt,1,0,51.2881,-80.6089,51.2961,-80.5969,43
CYMO,14,32,3500,100,Composite,1,0,51.2950,-80.6197,51.2892,-80.6075,127
CYMT,04,22,6496,150,Asphalt,1,0,49.7640,-74.5345,49.7797,-74.5215,28
CYMU,02,20,3500,100,Gravel,0,0,,,,,
CYMW,03,21,4920,150,Asphalt,1,0,46.2680,-75.9928,46.2809,-75.9872,17
CYMX,06,24,12000,200,Concrete,1,0,45.6704,-74.0218,45.6937,-73.9886,45
CYMX,11,29,8852,200,Concrete,0,0,45.6708,-74.0900,45.6661,-74.0436,98
CYMY,10,28,3937,100,Asphalt,1,0,50.7186,-93.3919,50.7167,-93.3750,100
CYNA,14,32,4494,100,Asphalt,1,0,50.1928,-61.7978,50.1869,-61.7806,118
CYNC,10,28,3511,100,Gravel,0,0,,,,,95
CYND,09,27,6000,150,Asphalt,1,0,45.5196,-75.5749,45.5238,-75.5523,75
CYNE,06,24,3902,100,Gravel,0,0,,,,,60
CYNH,05,23,5200,100,Asphalt,0,0,56.0336,-121.9880,56.0375,-121.9640,74
CYNJ,01,19,2100,75,Asphalt,1,0,,,,,
CYNJ,07,25,2743,75,Asphalt,0,0,,,,,
CYNL,16,34,6000,100,Gravel,0,0,,,,,
CYNM,15,33,5000,100,Asphalt,1,0,49.7665,-77.8101,49.7569,-77.7949,134
CYNN,17,35,3350,80,GRAVEL/SAND,0,0,,,,,
CYNR,17,35,6000,,,0,0,,,,,
CYOA,02T,20T,6411,148,Gravel,1,0,64.6909,-110.6226,64.7071,-110.6066,
CYOC,04,22,4900,100,Gravel,1,0,67.5661,-139.8550,67.5728,-139.8240,61
CYOD,04,22,8270,200,Asphalt,1,0,54.3967,-110.2850,54.4106,-110.2550,52
CYOD,13L,31R,12600,200,Asphalt,1,0,54.4189,-110.3050,54.3911,-110.2700,143
CYOD,13R,31L,10000,150,Asphalt,1,0,54.4167,-110.3110,54.3944,-110.2820,143
CYOH,04,22,3828,75,CRUSHED ROCK,0,0,,,,,
CYOH,05,23,,,,0,0,,,,,
CYOJ,13,31,5000,150,Asphalt,1,0,58.6275,-117.1710,58.6153,-117.1590,154
CYOO,05,23,2654,100,Asphalt,1,0,43.9197,-78.8975,43.9261,-78.8925,35
CYOO,12,30,4750,100,Asphalt,1,0,43.9244,-78.9039,43.9208,-78.8894,109
CYOP,09,27,4539,100,Asphalt,1,0,58.4935,-119.4190,58.4892,-119.3970,110
CYOS,18,36,3932,75,Asphalt,1,0,44.5956,-80.8389,44.5853,-80.8364,170
CYOW,04,22,3300,75,Asphalt,0,0,45.3267,-75.6890,45.3343,-75.6835,26
CYOW,07,25,8000,200,Asphalt,1,0,45.3133,-75.6710,45.3252,-75.6448,57
CYOW,14,32,10000,200,Asphalt,1,0,45.3270,-75.6862,45.3108,-75.6549,126
CYPA,08,26,5000,150,Asphalt,1,0,53.2180,-105.6848,53.2180,-105.6614,91
CYPA,16,34,2500,100,Grass,0,0,53.2177,-105.6737,53.2108,-105.6717,170
CYPC,02T,20T,4000,100,Gravel,1,0,69.3560,-124.0640,69.3662,-124.0530,20
CYPD,11,29,5000,150,Asphalt,1,0,45.6565,-61.3781,45.6565,-61.3586,90
CYPE,04,22,5000,150,Asphalt,1,0,56.2233,-117.4580,56.2300,-117.4360,61
CYPE,08,26,1900,150,Grass,0,1,56.2275,-117.4430,56.2264,-117.4340,102
CYPG,02,20,3045,150,Asphalt,1,0,49.9039,-98.2692,49.9117,-98.2650,19
CYPG,09,27,2670,150,Asphalt,0,0,49.9117,-98.2772,49.9119,-98.2664,89
CYPG,13L,31R,3130,150,Asphalt,0,0,49.9108,-98.2792,49.9050,-98.2694,134
CYPG,13R,31L,7000,200,Asphalt,1,0,49.9077,-98.2845,49.8944,-98.2633,133
CYPH,06,24,3500,100,Gravel,0,0,58.4686,-78.0837,58.4752,-78.0703,
CYPK,08L,26R,2485,75,Asphalt,0,0,49.2192,-122.7150,49.2186,-122.7050,95
CYPK,08R,26L,5003,100,Asphalt,1,0,49.2150,-122.7220,49.2136,-122.7020,96
CYPK,18,36,2484,75,Asphalt,1,0,49.2193,-122.7060,49.2131,-122.7090,202
CYPL,09,27,4921,100,Asphalt,1,0,51.4465,-90.2249,51.4465,-90.2033,90
CYPM,09,27,3500,100,Gravel,0,0,,,,,
CYPN,11,29,4886,150,Asphalt,1,0,49.8364,-64.2989,49.8364,-64.2783,90
CYPO,11,29,3520,100,Gravel,0,0,,,,,108
CYPP,06,24,2975,75,Gravel,0,0,,,,,
CYPQ,09,27,7005,100,Asphalt,1,0,44.2282,-78.3762,44.2329,-78.3502,76
CYPQ,13,31,2000,49,Asphalt,0,0,44.2307,-78.3598,44.2285,-78.3536,118
CYPR,13,31,6000,200,Asphalt,1,0,54.2933,-130.4520,54.2789,-130.4380,152
CYPS,06,24,3917,100,Asphalt,0,0,50.3018,-122.7460,50.3032,-122.7290,83
CYPT,10,28,3300,75,Asphalt,1,0,41.7806,-82.6841,41.7806,-82.6720,90
CYPT,19,01,1850,20,Gravel,0,0,41.7814,-82.6742,41.7745,-82.6741,179
CYPU,05,23,6012,250,Asphalt,0,0,52.1096,-124.1570,52.1161,-124.1320,67
CYPW,09,27,3627,150,Asphalt,1,0,49.8347,-124.5060,49.8324,-124.4932,119
CYPX,01,19,6299,148,Gravel,1,0,60.0437,-77.2837,60.0605,-77.2915,343
CYPY,04,22,5000,150,Asphalt,1,0,58.7628,-111.1280,58.7714,-111.1070,51
CYPZ,11,29,5000,75,Asphalt,1,0,54.3815,-125.9600,54.3714,-125.9430,137
CYQA,09,27,2180,100,Grass,0,1,44.9656,-79.3061,44.9667,-79.2978,79
CYQA,18,36,6000,150,Asphalt,1,0,44.9847,-79.3083,44.9686,-79.3042,169
CYQB,06,24,9000,150,Asphalt,1,0,46.7822,-71.4064,46.8000,-71.3811,44
CYQB,11,29,5700,150,Asphalt,1,0,46.7888,-71.4029,46.7868,-71.3804,98
CYQD,13,31,5901,150,Asphalt,1,0,53.9769,-101.1010,53.9658,-101.0810,133
CYQF,12,30,3449,100,Asphalt,1,0,52.1822,-113.9000,52.1761,-113.8880,130
CYQF,17,35,7500,98,Asphalt,1,0,52.1912,-113.8930,52.1760,-113.8930,180
CYQG,07,25,9000,200,Asphalt,1,0,42.2733,-82.9706,42.2849,-82.9412,62
CYQG,12,30,5150,150,Asphalt,1,0,42.2733,-82.9706,42.2672,-82.9533,116
CYQH,09,27,5504,150,Asphalt,1,0,60.1200,-128.8350,60.1150,-128.8060,110
CYQI,06,24,6000,150,Asphalt,1,0,43.8175,-66.0975,43.8297,-66.0822,42
CYQI,15,33,5000,150,Asphalt,1,0,43.8372,-66.0931,43.8278,-66.0792,133
CYQK,08,26,5800,150,Asphalt,1,0,49.7866,-94.3751,49.7901,-94.3513,77
CYQL,06,24,6500,200,Asphalt,1,0,49.6239,-112.8150,49.6299,-112.7900,70
CYQL,13,31,5500,150,Asphalt,1,0,49.6364,-112.7990,49.6250,-112.7840,140
CYQM,06,24,10001,200,Asphalt,1,0,46.1060,-64.6943,46.1262,-64.6677,44
CYQM,11,29,8000,200,Asphalt,1,0,46.1068,-64.6944,46.1078,-64.6628,89
CYQN,06,24,3200,300,Grass,0,1,50.1792,-86.7014,50.1844,-86.6903,53
CYQN,09,27,3500,100,Asphalt,1,0,50.1822,-86.7036,50.1831,-86.6889,85
CYQN,16,34,3200,300,Gravel,0,1,50.1822,-86.6969,50.1744,-86.6908,153
CYQQ,12,30,10000,200,Permeable,1,0,49.7207,-124.9020,49.7012,-124.8720,135
CYQQ,18,36,5000,200,Asphalt,1,0,49.7201,-124.8930,49.7076,-124.9010,203
CYQR,08,26,6200,150,Asphalt,1,0,50.4281,-104.6800,50.4283,-104.6540,89
CYQR,13,31,7900,150,Asphalt,1,0,50.4392,-104.6710,50.4233,-104.6480,138
CYQS,03,21,2607,75,Asphalt,0,0,42.7661,-81.1050,42.7728,-81.1014,25
CYQS,09,27,5013,100,Asphalt,1,0,42.7720,-81.1192,42.7736,-81.1005,85
CYQS,15,33,2610,75,Asphalt,0,0,42.7719,-81.1125,42.7664,-81.1064,145
CYQT,07,25,7318,200,Asphalt,1,0,48.3701,-89.3338,48.3768,-89.3053,70
CYQT,12,30,5297,150,Asphalt,1,0,48.3748,-89.3381,48.3672,-89.3195,120
CYQU,07,25,6200,200,Asphalt,1,0,55.1844,-118.9000,55.1844,-118.8700,89
CYQU,12,30,8502,148,Asphalt,1,0,55.1901,-118.9046,55.1737,-118.8757,135
CYQV,04,22,4800,150,Asphalt,1,0,51.2606,-102.4690,51.2700,-102.4550,44
CYQV,13,31,3000,100,Composite,1,0,51.2650,-102.4620,51.2592,-102.4520,135
CYQW,06,24,2565,50,Asphalt,0,0,52.7664,-108.2530,52.7679,-108.2420,78
CYQW,12,30,5000,150,Asphalt,1,0,52.7744,-108.2500,52.7639,-108.2350,139
CYQX,03,21,10200,200,Asphalt,1,0,48.9208,-54.5683,48.9484,-54.5602,11
CYQX,09,27,1875,50,Asphalt,0,1,48.9434,-54.5680,48.9458,-54.5611,63
CYQX,13,31,8900,200,Asphalt,1,0,48.9533,-54.5864,48.9461,-54.5511,107
CYQY,06,24,7070,200,Asphalt,1,0,46.1538,-60.0612,46.1672,-60.0411,46
CYQY,18,36,5997,150,Asphalt,1,0,46.1689,-60.0422,46.1525,-60.0358,165
CYQZ,13,31,5500,200,Asphalt,1,0,53.0326,-122.5170,53.0196,-122.5040,150
CYRB,17T,35T,6500,200,Gravel,1,0,74.7255,-94.9771,74.7083,-94.9616,167
CYRC,06,24,3734,150,Asphalt,0,0,48.5194,-71.0622,48.5272,-71.0522,40
CYRC,12,30,6087,150,Asphalt,1,0,48.5190,-71.0626,48.5147,-71.0385,106
CYRC,18,36,3769,150,Asphalt,1,0,48.5272,-71.0522,48.5175,-71.0472,161
CYRI,05,23,6000,150,Asphalt,1,0,47.7575,-69.5917,47.7714,-69.5781,33
CYRJ,16,34,5000,150,Asphalt,1,0,48.5256,-72.2719,48.5144,-72.2592,143
CYRL,08,26,5001,150,Asphalt,1,0,51.0658,-93.8039,51.0681,-93.7822,81
CYRM,13,31,5500,100,Asphalt,1,0,52.4360,-114.9110,52.4235,-114.8970,146
CYRO,09,27,3300,100,Asphalt,1,0,45.4599,-75.6489,45.4614,-75.6378,76
CYRP,04,22,2205,65,Gravel,0,0,,,,,27
CYRP,10,28,3937,98,Asphalt,1,0,45.3186,-76.0297,45.3197,-76.0147,84
CYRQ,05,23,9006,150,Asphalt,1,0,46.3457,-72.6856,46.3598,-72.6732,31
CYRS,09,27,3555,85,CRUSHED ROCK,0,0,,,,,
CYRT,13T,31T,6000,150,Asphalt,1,0,62.8166,-92.1298,62.8062,-92.1019,129
CYRV,12,30,4800,75,Asphalt,0,0,50.9715,-118.1900,50.9618,-118.1760,138
